"gene_id","expression","gene_name"
"ENSFHEG00000009528",8.0135003593583,NA
"ENSFHEG00000012714",6.87716736664154,NA
"ENSFHEG00000014019",7.3139756007489,NA
"ENSFHEG00000017456",9.67906398018772,NA
